,itl-blk,itl-blk(foils)
0,0.29094019850435004,0.37241877363445314
1,0.2580097185999999,0.3386307015668645
2,-0.15304049988785834,-0.23325751201125366
3,-0.02587184716089852,0.05623196767252492
4,-0.006095759783054433,0.0005993043427153233
5,0.30854133479295,0.2360224486025546
6,-0.19967460935536496,-0.5143531112910944
7,0.08595632402999998,0.08595245722270772
8,-0.33442671244747724,-0.4118846320209514
9,-0.01531896679573408,-0.17712611482058976
10,0.32167010314401767,0.3169527147247877
11,0.15166124108402274,0.07100796298443007
12,0.3127448770364519,0.31274446133155626
13,-0.44170578666662913,-0.600377813389099
14,0.1507263844706837,0.06874336565175265
15,0.1341318147750039,-0.02595848782971205
16,-0.1769008110214615,-0.25350749646744913
17,0.146158666083338,0.1480801893980942
18,0.3437118610023333,0.2747289999957371
19,0.13741224425672072,0.14850083040529716
20,0.033835527004813515,0.05942236337948287
21,-0.3265764299963628,-0.32696261489736256
22,0.2891338084911187,0.290322006473393
23,0.03503001440522291,-0.04686184167363194
24,-0.01718036986176069,-0.09450378038730822
25,-0.3162205446143773,-0.3310921174890552
26,-0.2129682135219335,-0.29397446217403245
27,0.09402323145527489,0.015863721051795676
28,-0.3267085561265066,-0.3364102205278375
29,-0.16653924258332753,-0.1665399207274051
30,-0.030761641666316786,-0.10967843026337964
31,0.031475444779918815,-0.0486224478303674
32,-0.32348393624431754,-0.3753316246883058
33,-0.1086632156640519,-0.18954169603403054
34,0.04204255738416662,0.04201892795662954
35,-0.010881399286950866,-0.010858354970422646
36,-0.009640110324564799,-0.17256131146913417
37,-0.15847939999614258,-0.15819806375741818
38,-0.019704643819238254,-0.09343546253865137
39,0.014657614602890057,-0.05910603103594059
40,0.21493176022566662,0.20395637778288145
41,0.4707781212500001,0.47253096146541873
42,-0.23915298603049745,-0.401550533172086
43,-0.010214838836132,-0.0790867872140889
44,-0.027891592397985332,-0.10590690642480255
45,0.2908572429592653,0.2091471548008612
46,-0.010429692751569186,-0.07717233634445064
47,0.1753388738701417,0.25663937005179127
48,-0.10993211276007814,-0.04683364479907587
49,-0.15432687253992483,-0.15423425531245788
50,-0.2999302136109169,-0.45109109388295654
51,0.28036459378666667,0.3612052469931994
52,0.0758998294495542,-0.08819825568986783
53,-0.03985333004478331,-0.03978511508997118
54,0.4791046141819315,0.3791649919091051
55,0.24089359766666663,0.32365566466041096
56,0.041100895439278085,-0.038669315480220456
57,0.43843652367886665,0.4384361059617814
58,-0.2113897383511818,-0.2113550509049662
59,0.1390777432255833,0.14081493522383243
60,-0.04576228923012193,-0.12769854843825856
61,-0.29081301136400006,-0.2907208542902552
62,0.30152635641536085,0.22061935820364315
63,0.5735352522505521,0.5753998888145253
64,0.5298619547737307,0.6106880156230552
65,-0.037303220618479016,-0.036368808990927204
66,0.16245021214,0.082693807924825
67,-0.13040762530987493,-0.28140185260147665
68,-0.00927093665372103,-0.3271680778899351
69,0.3687726305150094,0.4500313451959327
70,-0.1940605188095963,-0.19431691482685526
71,0.47184815205608915,0.40195846022264226
72,-0.4149073399821885,-0.49320844667665914
73,0.2662947241111173,0.23557346276765845
74,-0.3244667836635393,-0.3248802247322265
75,0.2202998609907778,0.3014592690638253
76,-0.12908916983082086,-0.12839392726875776
77,-0.007265666419305428,-0.08829836394336418
78,0.15497775942372155,0.15503395453829844
79,0.27767423023866367,0.19615352121273877
80,-0.0013305442521875932,0.08150021005463959
81,0.2931123477578483,0.29406005142112235
82,0.39447818874132434,0.39427640467900726
83,0.4271184162003383,0.4271290256435471
84,0.2684467962608259,0.18838088772841943
85,-0.004525623557829761,-0.0854081609409798
86,0.8087282894657415,0.808722234787957
87,0.15296481882690027,0.07129143367051727
88,0.061568109688951655,-0.09725377441801275
89,0.652243856636481,0.6525147940703606
90,0.15118031723470304,0.0697141268142969
91,-0.16666653951258642,-0.24831808096820315
92,0.0960977665840193,-0.0600868280541938
93,-0.15401250723956444,-0.22274302634239723
94,-0.04482202166665861,-0.05431406831008123
95,0.06802674972610567,-0.16211145535849902
96,-0.1741259096467962,-0.2515301573009238
97,-0.22258489570341516,-0.30442087396048784
98,0.11290092394436091,0.11418225006802421
99,-0.1663886298421266,-0.1662451571971688
